Ano,PAIS,TIPO_PLANTACAO,TEMPERATURA_MEDIA_C,TOTAL_PRECIPITACAO_MM,EMISSAO_CO2_MT,EVENTOS_TEMPERATURA_EXTREMA,ACESSO_IRRIGACAO_%,SAUDE_DO_SOLO,ESTRATEGIA_ADAPTACAO,IMPACTO_ECONOMICO_USD,NIVEL_CO2
2017,Canada,Fruits,-1.26,2846.2,3.86,6,99.24,85.08,Organic Farming,302.89,BAIXO
2017,Russia,Cotton,5.76,1080.06,26.82,4,44.45,60.55,No Adaptation,266.88,MEDIO
2004,Australia,Coffee,-4.73,2847.65,16.4,8,78.27,56.68,Crop Rotation,341.51,MEDIO
2018,Russia,Coffee,32.16,1188.34,9.59,5,87.23,78.03,Water Management,435.12,BAIXO
2019,Australia,Fruits,22.57,1378.51,14.46,2,78.1,86.67,No Adaptation,794.69,MEDIO
2015,Canada,Soybeans,12.39,2975.69,17.97,5,18.51,56.35,No Adaptation,906.09,MEDIO
2006,Russia,Corn,15.64,2179.09,14.0,10,84.56,53.04,Crop Rotation,479.61,MEDIO
2023,USA,Vegetables,5.07,2446.93,2.02,4,49.95,78.5,No Adaptation,173.8,BAIXO
1994,Australia,Rice,5.89,1339.47,18.14,9,33.16,53.24,Organic Farming,272.64,MEDIO
1995,Canada,Cotton,34.93,2747.14,11.31,7,13.69,45.49,Drought-resistant Crops,507.87,MEDIO
2001,France,Rice,7.38,2042.27,10.13,3,53.68,64.08,No Adaptation,304.52,MEDIO
2021,Australia,Cotton,-3.19,1191.16,29.88,7,72.58,94.81,Drought-resistant Crops,1010.0,MEDIO
1993,Russia,Coffee,9.1,2220.79,20.36,3,20.43,39.36,Crop Rotation,217.91,MEDIO
2000,Canada,Corn,30.95,1514.57,28.88,9,70.55,64.21,No Adaptation,758.99,MEDIO
1997,Brazil,Vegetables,23.12,2706.76,19.85,3,82.29,73.37,Drought-resistant Crops,854.55,MEDIO
2005,Brazil,Soybeans,22.62,1402.81,19.82,9,81.09,42.39,Water Management,290.54,MEDIO
2024,Canada,Vegetables,12.04,1634.58,15.68,8,47.02,36.57,No Adaptation,280.68,MEDIO
2009,Brazil,Vegetables,15.33,213.23,24.0,0,28.4,78.83,Drought-resistant Crops,1069.15,MEDIO
2023,Canada,Corn,29.57,560.88,25.58,0,72.83,84.86,Organic Farming,412.54,MEDIO
1993,India,Sugarcane,8.31,1053.67,17.43,3,30.52,72.59,No Adaptation,697.43,MEDIO
1999,India,Barley,4.56,1394.02,1.63,5,14.0,41.58,Drought-resistant Crops,95.54,BAIXO
1994,France,Fruits,18.6,2747.77,21.9,6,83.4,59.76,No Adaptation,1037.34,MEDIO
2021,Russia,Sugarcane,0.53,2737.89,21.25,4,28.8,38.06,Organic Farming,123.18,MEDIO
2019,France,Rice,21.89,759.5,13.95,9,13.42,33.47,Drought-resistant Crops,335.85,MEDIO
1997,Australia,Barley,14.62,2814.33,8.53,9,90.18,50.03,Crop Rotation,557.67,BAIXO
2005,Canada,Rice,8.36,1990.24,17.36,3,66.73,55.85,Organic Farming,797.55,MEDIO
2016,Brazil,Rice,3.11,1451.52,25.21,10,22.1,36.49,Water Management,629.05,MEDIO
2007,Australia,Sugarcane,0.41,2687.5,14.22,0,29.75,62.92,Organic Farming,271.54,MEDIO
2000,Canada,Fruits,33.44,1400.92,3.29,8,78.28,40.39,No Adaptation,685.96,BAIXO
1994,Russia,Cotton,-2.11,764.61,28.1,3,34.87,84.59,No Adaptation,265.02,MEDIO
1998,India,Rice,10.2,890.36,29.59,2,69.64,46.86,Water Management,1318.09,MEDIO
1990,Argentina,Fruits,30.46,2187.52,14.57,8,24.94,87.66,Crop Rotation,1160.93,MEDIO
2003,China,Corn,8.2,2245.42,9.71,0,95.46,74.38,No Adaptation,1316.18,BAIXO
2020,Nigeria,Coffee,15.99,1991.71,5.34,0,29.08,77.74,Drought-resistant Crops,911.59,BAIXO
2012,Argentina,Sugarcane,13.01,1820.53,9.84,4,51.18,55.55,Crop Rotation,1294.84,BAIXO
1990,Nigeria,Rice,24.3,2800.07,22.15,2,80.94,56.07,Water Management,1558.18,MEDIO
2012,Australia,Soybeans,15.49,2356.04,14.21,1,14.97,31.55,Water Management,1217.67,MEDIO
2020,China,Rice,22.84,2710.4,2.86,0,15.37,81.29,Water Management,512.9,BAIXO
2009,Nigeria,Barley,16.45,2973.29,6.21,1,80.44,88.71,Crop Rotation,1203.4,BAIXO
2008,China,Corn,13.87,1684.41,26.16,9,91.89,99.08,Crop Rotation,1949.98,MEDIO
2016,France,Cotton,24.8,574.07,22.93,5,90.99,93.04,Drought-resistant Crops,649.33,MEDIO
2021,France,Coffee,26.55,1682.44,26.85,1,27.05,38.51,No Adaptation,829.69,MEDIO
2019,France,Fruits,32.06,480.6,27.28,0,80.26,62.98,Crop Rotation,477.6,MEDIO
2016,Canada,Rice,17.78,692.85,27.68,5,23.14,89.04,Organic Farming,1415.74,MEDIO
1998,India,Cotton,9.21,2069.31,25.42,5,77.62,48.21,Water Management,268.73,MEDIO
2006,USA,Coffee,3.67,452.96,5.8,9,34.42,32.99,No Adaptation,403.9,BAIXO
1995,Argentina,Coffee,-2.09,1440.15,25.3,1,51.22,45.22,Drought-resistant Crops,992.25,MEDIO
2012,France,Cotton,23.2,2844.44,18.29,6,24.39,78.05,Drought-resistant Crops,234.51,MEDIO
1991,USA,Wheat,13.27,1512.95,29.86,2,80.19,92.83,Crop Rotation,168.09,MEDIO
1993,China,Coffee,17.89,770.1,13.63,0,14.52,51.95,Organic Farming,452.4,MEDIO
2004,India,Soybeans,2.08,2472.43,27.2,5,84.3,41.55,Organic Farming,764.07,MEDIO
1995,France,Barley,31.58,2455.22,13.5,1,52.5,63.21,Organic Farming,623.21,MEDIO
2012,India,Vegetables,-0.7,1013.37,13.2,4,26.11,89.99,Drought-resistant Crops,103.5,MEDIO
2004,Argentina,Barley,24.77,2019.75,15.06,0,51.76,94.71,Water Management,637.7,MEDIO
2004,India,Coffee,9.23,803.5,28.67,7,65.61,33.62,Organic Farming,193.35,MEDIO
1993,Canada,Coffee,20.56,1221.99,25.84,9,17.49,73.78,Drought-resistant Crops,193.19,MEDIO
2009,Brazil,Fruits,10.47,1351.15,17.35,10,92.97,92.97,Water Management,621.89,MEDIO
2019,USA,Wheat,11.48,1953.72,22.06,7,63.74,90.0,Drought-resistant Crops,1501.49,MEDIO
2006,Canada,Soybeans,12.78,1381.99,23.95,1,10.23,80.36,No Adaptation,1647.69,MEDIO
2002,USA,Cotton,21.39,452.4,6.98,8,74.29,88.28,Water Management,373.14,BAIXO
2012,China,Barley,1.4,2271.47,23.07,5,82.98,99.48,Water Management,227.63,MEDIO
2012,Australia,Wheat,0.43,2374.44,3.58,6,96.98,94.77,Crop Rotation,952.07,BAIXO
2016,Australia,Coffee,32.31,2361.25,9.89,9,24.37,36.05,Drought-resistant Crops,838.09,BAIXO
2013,Russia,Corn,24.84,587.11,6.72,1,24.13,66.73,Crop Rotation,1343.3,BAIXO
2016,Brazil,Sugarcane,13.2,1582.88,23.73,8,86.71,39.36,Organic Farming,1324.25,MEDIO
1994,Brazil,Vegetables,21.64,1321.75,7.65,9,30.43,77.8,Organic Farming,649.82,BAIXO
2013,Brazil,Fruits,29.52,206.82,13.11,0,19.91,62.93,Water Management,286.83,MEDIO
2008,France,Barley,13.16,2986.54,1.75,0,50.39,56.18,No Adaptation,882.21,BAIXO
2018,Argentina,Sugarcane,6.65,2781.85,5.94,0,60.84,89.89,Crop Rotation,417.63,BAIXO
2021,France,Sugarcane,-1.58,1851.95,8.46,6,33.77,83.73,Water Management,482.31,BAIXO
2015,Canada,Wheat,-3.21,2929.32,8.73,4,58.95,42.12,Crop Rotation,378.27,BAIXO
1992,Canada,Soybeans,24.53,2438.24,23.04,9,91.29,95.8,Drought-resistant Crops,730.48,MEDIO
2021,India,Soybeans,7.31,1342.22,7.05,7,40.09,91.03,No Adaptation,197.71,BAIXO
2023,Canada,Fruits,25.3,2053.6,11.73,3,88.14,73.91,No Adaptation,1041.42,MEDIO
2018,India,Cotton,-2.95,813.51,15.07,7,30.12,44.27,Water Management,152.04,MEDIO
1993,Australia,Coffee,33.78,2661.95,3.29,10,69.98,47.58,Water Management,552.32,BAIXO
2000,Australia,Barley,1.57,567.65,15.18,1,60.91,84.32,Water Management,576.33,MEDIO
2017,USA,Vegetables,25.17,1180.23,27.83,1,82.71,60.75,Organic Farming,956.61,MEDIO
2005,Argentina,Wheat,16.55,1012.39,4.94,6,68.01,60.48,Drought-resistant Crops,836.68,BAIXO
2005,USA,Barley,19.36,2348.4,22.46,3,96.65,37.12,Crop Rotation,714.63,MEDIO
2010,China,Vegetables,13.02,1742.58,27.15,5,79.29,31.21,Water Management,1177.92,MEDIO
2012,Russia,Coffee,25.55,1865.25,28.27,8,52.43,97.96,Drought-resistant Crops,420.37,MEDIO
2011,France,Coffee,29.97,2267.29,3.75,7,45.11,60.89,Crop Rotation,765.0,BAIXO
1994,Brazil,Wheat,28.91,910.32,7.5,6,84.68,79.61,Organic Farming,870.57,BAIXO
2021,Brazil,Corn,17.74,218.48,21.0,2,80.44,77.78,Crop Rotation,1987.65,MEDIO
1996,China,Corn,29.52,1439.79,13.04,1,52.61,41.62,No Adaptation,1315.27,MEDIO
2024,USA,Sugarcane,6.61,292.22,7.87,9,82.15,58.5,Drought-resistant Crops,509.04,BAIXO
2015,Australia,Vegetables,28.11,727.49,19.75,7,83.79,62.11,Water Management,632.83,MEDIO
2007,India,Rice,31.84,2718.9,16.33,5,85.85,93.51,Drought-resistant Crops,470.28,MEDIO
2010,Nigeria,Sugarcane,10.03,1365.06,16.17,10,14.92,78.09,Crop Rotation,1423.35,MEDIO
1994,Nigeria,Sugarcane,15.78,2678.44,2.54,0,23.5,86.37,Water Management,782.52,BAIXO
2008,Argentina,Fruits,2.24,2836.24,11.66,7,27.74,53.0,Drought-resistant Crops,268.84,MEDIO
2018,USA,Cotton,31.92,1194.08,13.28,9,37.3,43.94,No Adaptation,386.65,MEDIO
2021,Australia,Wheat,11.78,746.63,14.4,1,99.32,67.2,Crop Rotation,527.77,MEDIO
2017,China,Cotton,1.16,2022.98,28.79,6,15.83,91.44,No Adaptation,632.13,MEDIO
1996,Argentina,Cotton,1.23,757.61,20.87,8,81.52,85.14,Organic Farming,457.55,MEDIO
2022,Canada,Sugarcane,14.11,2122.94,13.23,6,16.21,83.14,Water Management,914.36,MEDIO
2016,USA,Coffee,16.52,2097.41,25.01,5,40.41,99.74,Organic Farming,1486.03,MEDIO
2008,Russia,Sugarcane,2.88,2245.28,5.97,10,83.08,73.34,Water Management,112.94,BAIXO
1995,Australia,Vegetables,8.39,379.78,10.64,3,88.19,37.03,Organic Farming,627.57,MEDIO
2009,India,Fruits,14.29,1993.41,25.88,10,74.08,53.04,No Adaptation,426.8,MEDIO
2003,Australia,Cotton,-4.45,2130.35,26.84,7,45.65,97.39,Organic Farming,798.1,MEDIO
2001,China,Wheat,17.81,2740.85,24.64,5,48.75,73.61,Drought-resistant Crops,356.43,MEDIO
2011,Canada,Rice,3.77,1910.85,26.71,0,29.11,84.44,Crop Rotation,59.35,MEDIO
2017,USA,Vegetables,-4.05,1905.67,0.56,6,83.31,57.36,Organic Farming,852.2,BAIXO
2004,Argentina,Wheat,2.2,317.67,20.52,4,80.57,89.5,Drought-resistant Crops,192.88,MEDIO
2013,France,Vegetables,13.08,710.18,22.78,5,16.67,39.94,Organic Farming,498.99,MEDIO
2001,China,Cotton,27.98,2820.11,0.71,9,92.88,51.73,Crop Rotation,254.47,BAIXO
2006,Nigeria,Fruits,31.71,1065.43,1.13,10,99.2,55.28,Organic Farming,345.09,BAIXO
2005,China,Coffee,20.41,684.08,27.78,4,31.04,80.83,Drought-resistant Crops,824.19,MEDIO
2010,USA,Sugarcane,4.1,2936.51,15.17,9,72.64,37.89,No Adaptation,301.91,MEDIO
2001,Russia,Rice,25.5,481.98,16.28,10,96.7,76.29,Organic Farming,283.1,MEDIO
1999,Brazil,Cotton,0.15,672.7,16.98,10,51.29,79.98,Organic Farming,734.29,MEDIO
2008,India,Coffee,32.59,258.97,24.19,8,49.59,57.93,No Adaptation,810.84,MEDIO
2024,Australia,Barley,20.01,2476.45,15.18,5,33.86,68.24,Organic Farming,1162.63,MEDIO
2020,Brazil,Cotton,5.51,2058.61,25.0,10,48.57,52.54,No Adaptation,109.81,MEDIO
2021,Canada,Barley,4.31,1292.29,19.88,6,60.05,31.94,No Adaptation,185.83,MEDIO
2007,China,Barley,14.89,1481.27,25.76,4,75.1,77.52,Water Management,1572.69,MEDIO
2014,China,Coffee,17.17,2072.76,20.61,6,65.87,77.99,Crop Rotation,632.85,MEDIO
1997,Argentina,Rice,10.68,2378.8,18.66,7,92.0,75.19,Crop Rotation,583.58,MEDIO
2005,Australia,Wheat,4.99,1175.94,22.55,5,21.13,40.62,Water Management,390.58,MEDIO
1990,USA,Barley,27.15,2964.9,20.32,3,47.57,69.13,Water Management,426.73,MEDIO
2004,Australia,Corn,22.95,1319.21,12.21,10,22.82,80.93,Crop Rotation,630.34,MEDIO
2023,Nigeria,Wheat,13.72,1438.82,14.23,3,98.54,99.9,No Adaptation,454.1,MEDIO
1995,Russia,Rice,1.94,1610.31,7.52,7,54.43,59.17,Water Management,154.47,BAIXO
2004,USA,Wheat,11.42,1139.35,17.31,6,10.13,49.81,Crop Rotation,328.94,MEDIO
2019,China,Fruits,1.83,766.2,8.73,4,41.48,75.61,Crop Rotation,772.75,BAIXO
2003,France,Soybeans,11.41,2555.13,19.28,3,13.17,60.44,Crop Rotation,353.3,MEDIO
1999,Argentina,Corn,23.18,1656.41,17.26,6,84.88,73.2,Crop Rotation,804.95,MEDIO
1997,France,Coffee,18.13,1771.9,6.8,3,15.83,61.45,Crop Rotation,1369.93,BAIXO
2019,India,Soybeans,15.09,733.34,19.04,3,67.27,81.59,Drought-resistant Crops,1085.57,MEDIO
1994,India,Coffee,27.85,662.48,26.76,8,38.64,34.49,No Adaptation,312.46,MEDIO
2012,Canada,Barley,12.1,2837.09,7.79,6,76.32,98.11,No Adaptation,1636.43,BAIXO
2002,China,Cotton,20.36,2154.21,23.4,8,51.32,77.67,Drought-resistant Crops,274.02,MEDIO
1997,Australia,Coffee,21.34,2923.12,19.52,0,75.07,82.58,Organic Farming,361.32,MEDIO
2019,Nigeria,Vegetables,15.34,1105.01,17.74,2,99.07,49.41,Drought-resistant Crops,489.9,MEDIO
2012,China,Sugarcane,18.29,253.89,17.71,9,52.44,53.51,Organic Farming,753.73,MEDIO
2015,Nigeria,Vegetables,-2.85,1901.87,2.97,10,27.02,36.64,Organic Farming,421.74,BAIXO
2003,Australia,Corn,12.15,911.27,16.51,0,27.61,60.77,Drought-resistant Crops,1118.12,MEDIO
2009,France,Sugarcane,-1.97,2244.58,15.6,0,56.56,83.06,Drought-resistant Crops,701.84,MEDIO
2003,China,Sugarcane,4.7,2980.43,6.28,10,53.0,39.68,No Adaptation,999.94,BAIXO
2012,China,Barley,33.35,698.09,14.91,7,71.23,71.53,Drought-resistant Crops,355.65,MEDIO
1994,Russia,Vegetables,5.67,1719.08,5.92,1,11.69,90.49,Water Management,74.78,BAIXO
2011,Canada,Vegetables,18.86,2239.09,5.05,0,60.44,32.91,Crop Rotation,576.03,BAIXO
1996,France,Wheat,9.87,841.29,28.23,10,23.78,72.01,Water Management,780.52,MEDIO
2009,France,Rice,2.01,1021.01,25.56,1,30.28,77.91,Crop Rotation,587.49,MEDIO
2007,Nigeria,Vegetables,-0.46,1656.51,28.55,4,49.7,47.94,Crop Rotation,603.36,MEDIO
2016,Argentina,Cotton,-3.82,1138.52,10.17,0,90.46,51.88,No Adaptation,752.18,MEDIO
2023,Nigeria,Soybeans,-3.18,2780.59,16.48,4,53.59,38.8,Crop Rotation,165.6,MEDIO
1993,Australia,Fruits,9.76,1401.86,20.63,2,85.64,43.3,Water Management,500.07,MEDIO
1999,Brazil,Cotton,32.81,1331.44,15.29,0,65.67,51.48,Organic Farming,685.47,MEDIO
2022,Australia,Barley,8.03,1407.38,8.4,6,54.86,90.33,Organic Farming,441.54,BAIXO
1995,China,Vegetables,25.54,877.9,26.83,0,48.44,47.13,Drought-resistant Crops,272.04,MEDIO
2007,India,Coffee,4.7,2339.64,6.42,6,32.42,60.61,Organic Farming,225.63,BAIXO
2023,India,Corn,-3.38,1477.82,23.86,3,57.1,31.87,Drought-resistant Crops,880.4,MEDIO
2011,USA,Cotton,13.55,254.9,2.93,4,60.13,38.68,Water Management,390.77,BAIXO
2007,Nigeria,Cotton,30.75,372.19,15.31,5,49.52,83.82,Drought-resistant Crops,919.06,MEDIO
2017,USA,Wheat,34.23,2069.82,13.73,9,56.78,66.32,Water Management,100.7,MEDIO
2008,Australia,Cotton,21.06,1993.05,13.6,2,13.91,72.49,Water Management,1079.13,MEDIO
1990,France,Cotton,21.8,1016.43,21.38,6,62.69,44.03,Drought-resistant Crops,237.17,MEDIO
2014,France,Wheat,24.85,1759.39,17.14,9,36.75,59.22,Water Management,706.56,MEDIO
1995,Argentina,Vegetables,15.55,420.23,9.88,1,43.37,93.78,Crop Rotation,627.9,BAIXO
2018,Russia,Corn,-3.66,1499.91,6.09,4,86.36,48.36,Crop Rotation,717.64,BAIXO
1999,Canada,Wheat,34.34,2560.87,19.71,0,95.29,68.96,No Adaptation,490.19,MEDIO
2007,Argentina,Soybeans,11.73,2163.53,11.83,10,84.18,80.96,No Adaptation,1079.22,MEDIO
2016,Brazil,Soybeans,26.98,900.67,20.21,10,12.23,32.43,Crop Rotation,221.73,MEDIO
2013,China,Rice,31.42,2516.65,25.17,0,92.05,77.09,Drought-resistant Crops,305.54,MEDIO
1991,Nigeria,Sugarcane,15.87,1976.64,25.25,4,18.31,80.38,Crop Rotation,573.14,MEDIO
1995,Brazil,Wheat,24.53,1188.34,4.89,8,77.5,58.42,Organic Farming,635.47,BAIXO
2020,Argentina,Fruits,34.92,1710.94,6.36,2,36.57,99.37,No Adaptation,770.63,BAIXO
1993,Nigeria,Barley,16.52,1916.54,27.86,7,86.8,91.64,Drought-resistant Crops,515.45,MEDIO
1992,France,Fruits,23.48,209.96,14.33,1,77.37,68.0,Water Management,901.35,MEDIO
2002,Australia,Fruits,13.49,2538.88,1.52,7,57.55,71.59,Water Management,2045.39,BAIXO
2007,India,Sugarcane,13.56,362.03,24.77,5,74.86,62.42,Drought-resistant Crops,512.53,MEDIO
2022,India,Rice,21.66,1951.52,14.54,1,41.04,61.61,Organic Farming,794.95,MEDIO
2000,USA,Barley,-3.69,1628.49,20.3,4,54.53,87.04,Organic Farming,466.98,MEDIO
2012,Russia,Cotton,15.42,1059.58,28.75,4,52.96,67.51,Crop Rotation,260.54,MEDIO
2007,Nigeria,Vegetables,-0.44,2431.28,28.99,3,51.32,75.76,Crop Rotation,234.14,MEDIO
2000,India,Corn,-1.31,1343.46,4.89,0,70.54,90.36,No Adaptation,310.04,BAIXO
2023,Australia,Corn,28.18,491.55,3.58,8,96.57,37.59,No Adaptation,308.0,BAIXO
1993,France,Fruits,18.69,1060.43,24.27,6,13.45,54.91,No Adaptation,963.18,MEDIO
1996,India,Rice,-3.62,2793.19,2.39,8,59.9,86.51,Water Management,334.17,BAIXO
1999,France,Cotton,-0.5,2975.95,27.11,4,40.18,67.96,No Adaptation,691.12,MEDIO
2000,France,Corn,11.1,2782.74,24.66,10,15.47,66.34,Drought-resistant Crops,1154.7,MEDIO
2023,China,Barley,9.96,1636.85,14.73,9,99.01,31.65,Drought-resistant Crops,688.25,MEDIO
2022,China,Corn,14.74,1814.14,26.66,5,65.65,61.44,Crop Rotation,294.77,MEDIO
2009,USA,Fruits,16.16,1151.48,12.0,10,61.16,88.01,Drought-resistant Crops,1463.86,MEDIO
1994,USA,Coffee,34.59,1278.63,13.49,2,27.74,50.74,Crop Rotation,1019.58,MEDIO
1996,Russia,Sugarcane,1.98,1815.77,24.46,2,48.44,67.94,Crop Rotation,266.38,MEDIO
2002,Russia,Fruits,23.95,2152.47,22.43,4,61.16,50.39,Drought-resistant Crops,1083.55,MEDIO
2021,Russia,Soybeans,4.84,450.11,4.46,10,36.08,64.7,No Adaptation,683.87,BAIXO
1998,USA,Barley,5.75,2328.13,3.44,5,52.39,87.01,Organic Farming,299.41,BAIXO
1991,Russia,Fruits,34.81,329.86,6.05,4,38.34,33.28,Water Management,408.23,BAIXO
1992,France,Rice,-3.5,935.9,5.23,6,78.17,45.16,No Adaptation,253.92,BAIXO
1996,India,Cotton,23.95,2843.4,28.01,5,27.46,84.84,Organic Farming,425.76,MEDIO
1993,France,Wheat,5.12,1907.45,3.77,0,37.86,82.5,Crop Rotation,95.0,BAIXO
1995,USA,Corn,20.3,2213.9,27.32,4,39.95,61.86,Water Management,329.81,MEDIO
1991,Russia,Soybeans,9.55,1364.2,18.54,1,64.45,69.47,No Adaptation,261.48,MEDIO
2012,India,Wheat,13.19,2529.17,23.15,5,29.04,91.67,Water Management,1810.75,MEDIO
2000,Nigeria,Wheat,12.69,2010.45,2.12,6,65.65,46.17,Crop Rotation,679.22,BAIXO
2011,India,Vegetables,7.65,1172.27,21.24,7,20.6,44.08,No Adaptation,656.05,MEDIO
1993,Argentina,Barley,26.73,1019.87,23.48,7,19.28,40.69,Drought-resistant Crops,196.06,MEDIO
1996,Argentina,Coffee,-3.53,2227.57,25.39,10,12.74,83.84,No Adaptation,168.73,MEDIO
1998,India,Soybeans,-4.29,751.66,23.59,7,34.52,97.03,Drought-resistant Crops,326.38,MEDIO
2019,Brazil,Soybeans,2.84,1336.8,1.83,10,28.97,46.1,Water Management,109.39,BAIXO
2009,USA,Corn,32.35,521.12,1.93,4,92.6,97.91,No Adaptation,434.27,BAIXO
1991,Nigeria,Corn,25.27,1105.15,3.84,8,86.53,37.57,No Adaptation,973.11,BAIXO
2007,Russia,Barley,26.53,2513.96,19.41,4,19.0,73.61,Organic Farming,521.91,MEDIO
2023,Nigeria,Sugarcane,30.36,1542.6,24.39,4,98.53,72.78,Drought-resistant Crops,925.14,MEDIO
2005,India,Fruits,3.96,425.42,8.9,1,73.72,70.04,Water Management,148.32,BAIXO
2010,Canada,Wheat,30.43,790.99,18.02,4,79.37,81.27,Crop Rotation,961.76,MEDIO
1999,Australia,Soybeans,30.82,1519.37,21.19,8,60.84,90.01,Organic Farming,350.76,MEDIO
2018,USA,Rice,14.0,2917.47,21.41,3,54.19,94.79,No Adaptation,1039.36,MEDIO
1994,France,Cotton,13.58,1293.39,5.11,10,38.26,90.77,Drought-resistant Crops,1989.24,BAIXO
1993,USA,Coffee,12.53,2553.41,6.75,3,32.37,90.53,Organic Farming,362.22,BAIXO
2006,India,Coffee,11.18,831.61,18.38,2,98.85,92.45,Water Management,380.32,MEDIO
1990,France,Soybeans,15.77,754.31,18.55,0,46.62,92.56,Water Management,613.36,MEDIO
2006,China,Coffee,29.88,1391.19,9.33,3,47.27,54.54,Drought-resistant Crops,858.67,BAIXO
2004,Nigeria,Wheat,4.94,1475.19,6.8,5,26.2,98.63,No Adaptation,865.06,BAIXO
2014,China,Corn,12.76,1616.7,27.32,4,76.44,39.14,No Adaptation,767.63,MEDIO
2001,Australia,Vegetables,9.81,1936.31,12.13,0,63.92,47.84,Crop Rotation,93.92,MEDIO
1995,Nigeria,Rice,17.24,1359.96,22.65,1,53.42,35.03,Crop Rotation,517.45,MEDIO
2003,Argentina,Soybeans,30.63,2219.52,27.52,0,15.74,96.37,Crop Rotation,329.72,MEDIO
2005,Brazil,Wheat,8.36,283.55,21.14,6,82.94,53.89,Organic Farming,1053.05,MEDIO
2021,USA,Vegetables,5.49,2248.91,14.66,2,63.59,63.03,Drought-resistant Crops,1010.08,MEDIO
2000,Brazil,Wheat,28.2,2138.94,9.48,9,42.1,33.25,Organic Farming,1410.9,BAIXO
1992,Canada,Wheat,13.79,773.86,2.94,8,46.28,37.63,Drought-resistant Crops,1340.62,BAIXO
2003,Argentina,Wheat,19.1,2060.79,28.6,6,96.58,56.29,No Adaptation,1402.09,MEDIO
1999,Canada,Cotton,29.29,959.52,20.43,4,37.63,64.75,Drought-resistant Crops,1057.81,MEDIO
2018,Brazil,Wheat,23.69,2844.96,13.31,7,33.3,78.27,No Adaptation,847.74,MEDIO
2009,France,Rice,0.77,587.2,9.64,0,36.26,93.18,Organic Farming,180.61,BAIXO
2019,Argentina,Rice,1.96,473.25,18.01,1,47.16,65.95,Drought-resistant Crops,872.02,MEDIO
2002,India,Sugarcane,9.7,931.16,1.72,2,36.09,50.14,Water Management,413.42,BAIXO
2019,India,Cotton,6.77,2682.32,24.75,4,18.36,56.44,Drought-resistant Crops,542.64,MEDIO
2011,Nigeria,Barley,19.32,978.88,24.97,5,85.08,50.86,Drought-resistant Crops,660.59,MEDIO
1996,China,Vegetables,15.88,1608.85,19.98,7,96.14,73.16,Water Management,777.22,MEDIO
2002,India,Vegetables,17.86,1761.12,17.56,5,71.67,93.08,Organic Farming,513.7,MEDIO
2001,Brazil,Coffee,20.49,560.69,24.93,4,37.23,91.92,Water Management,797.34,MEDIO
2017,India,Wheat,16.79,1129.95,7.6,2,77.84,89.26,Water Management,2300.0,BAIXO
2017,Australia,Corn,34.37,690.96,11.81,6,29.58,76.5,Drought-resistant Crops,723.36,MEDIO
2019,Russia,Sugarcane,33.11,1797.2,0.61,4,68.58,33.4,No Adaptation,828.05,BAIXO
2016,Brazil,Corn,11.53,2450.73,28.87,9,49.4,92.05,Water Management,825.82,MEDIO
2013,France,Wheat,20.8,2308.78,29.48,6,81.06,88.97,No Adaptation,1054.09,MEDIO
2002,Nigeria,Rice,11.81,260.18,27.77,8,86.04,61.7,Crop Rotation,531.54,MEDIO
2010,Canada,Wheat,7.7,496.5,19.85,6,75.22,98.54,Water Management,820.21,MEDIO
2017,Russia,Cotton,8.87,518.74,15.68,8,38.89,38.13,Organic Farming,436.54,MEDIO
2018,USA,Cotton,25.49,1635.08,16.4,8,94.84,48.68,Organic Farming,564.88,MEDIO
2024,India,Barley,30.86,412.28,5.21,5,31.56,98.13,Drought-resistant Crops,217.2,BAIXO
1994,Canada,Vegetables,33.48,2905.13,21.99,8,47.74,91.98,Crop Rotation,246.59,MEDIO
2007,Argentina,Barley,23.19,2454.19,9.54,4,91.13,61.98,Drought-resistant Crops,1619.95,BAIXO
2021,India,Fruits,33.62,2904.03,25.67,7,23.34,80.57,Drought-resistant Crops,110.84,MEDIO
1992,Russia,Corn,16.43,2928.55,27.1,2,35.35,98.52,Crop Rotation,671.66,MEDIO
2013,USA,Vegetables,10.31,1739.75,19.95,0,62.25,70.31,Water Management,1076.95,MEDIO
2017,India,Fruits,13.99,2618.24,24.18,9,39.52,85.41,No Adaptation,1293.04,MEDIO
2011,Nigeria,Coffee,32.45,2076.54,1.57,9,65.47,56.97,Organic Farming,1499.15,BAIXO
2017,Russia,Sugarcane,23.6,1098.04,22.19,3,31.33,61.46,No Adaptation,961.14,MEDIO
2008,India,Rice,17.01,2538.66,15.78,1,17.15,85.42,No Adaptation,710.04,MEDIO
2018,Russia,Barley,-0.27,1219.24,24.49,6,20.19,45.66,No Adaptation,193.78,MEDIO
2014,Australia,Fruits,14.62,2564.94,15.51,6,69.67,51.72,Water Management,1644.27,MEDIO
2012,Australia,Coffee,33.08,1469.37,25.71,0,70.81,50.39,Drought-resistant Crops,884.06,MEDIO
2024,Australia,Cotton,14.2,1769.29,9.62,2,47.52,65.09,Water Management,1361.16,BAIXO
2015,India,Wheat,32.55,2334.5,1.45,0,75.73,41.66,Water Management,1608.94,BAIXO
2022,Australia,Cotton,26.56,2235.11,4.75,5,18.57,76.42,Drought-resistant Crops,857.59,BAIXO
2019,Brazil,Sugarcane,31.46,2597.47,1.67,9,89.24,40.66,Drought-resistant Crops,1435.37,BAIXO
